"ID","NAME","MEETINGNO__C","TT_ARRANGESTATUSREQUEST__C","TT_TIMESTAMPBYL__C","TT_LASTAPPROVALUSERNAME__C","TT_LASTAPPROVALDATE__C","TT_STARTDATEREMARKS__C","TT_PLACEPREFECTURE__C","TT_PLACECITY__C","TT_PLACEFREE__C","TT_STARTTIME__C","TT_ENDTIME__C","TT_HALLLAYOUT__C","TT_NEEDDISCUSSION__C","TT_NEEDPARTY__C","TT_NUMBEROFPARTICIPANTSPARTY__C","TT_NEEDANTEROOMLECTURE__C","TT_NEEDANTEROOMLECTURETIMEFROM__C","TT_NEEDANTEROOMLECTURENUMBER__C","TT_NEEDANTEROOMEMPLOYEE__C","TT_NEEDANTEROOMEMPLOYEENUMBER__C","TT_NEEDSPONSOR__C","TT_NEEDSPONSORTIMEFROM__C","TT_NEEDSPONSORNUMBER__C","TT_WISHINGSTAYNUMBER__C","TT_WISHINGSTAYDATE__C","TT_ARRANGEPLANNUMBERTRAFFIC__C","TT_ARRANGEPLANNUMBERTAXI__C","TT_REMARKSOTHER__C"
"a0G1000000jaGl5EAE","MTA15-00008236","MTG15-00039542","4","20150401175500","","","","","","獨協医科大学　院内","19:00","20:15","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内開催のため、会場手配は不要です。"
"a0G1000000jaIF3EAM","MTA15-00008264","MTG15-00040505","","","","","","","","ルームワン","19:15","20:15","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jaI9PEAU","MTA15-00008263","MTG15-00040321","","","","","","","","共催費","12:00","13:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jaIjKEAU","MTA15-00008265","MTG15-00039794","2","20150311224654","","","平成 27年 4月16日（木）","宮城県","石巻市","石巻グランドホテル　２階 「 羽衣の間 」","18:45","20:30","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場に連絡済みです。精算代行をお願い致します。"
"a0G1000000jaI90EAE","MTA15-00008262","MTG15-00037296","3","20150309155725","","","","神奈川県","","多摩病院　カンファレンス室","20:00","21:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaJBCEA2","MTA15-00008269","MTG15-00037303","3","20150310180634","","","","千葉県","","銚子プラザホテル","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","既に手配済み、会場手配の必要なし"
"a0G1000000jaJB7EAM","MTA15-00008268","MTG15-00037300","3","20150309221657","","","","","","西京都病院","19:00","20:00","2","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行います。会場手配は必要ありません。"
"a0G1000000jaJ0YEAU","MTA15-00008266","MTG15-00037300","3","20150309215112","","","","","","東邦大学医療センター大橋病院","19:00","20:00","2","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で開催するため、会場手配は必要ありません。"
"a0G1000000jaJBlEAM","MTA15-00008270","MTG15-00042794","2","20150311075639","","","","高知県","","高知商工会館","19:00","20:15","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","高知商工会館を手配済みです。
支払等の代行よろしくお願いします。
電話番号：088-875-1171"
"a0G1000000jaK6VEAU","MTA15-00008284","MTG15-00042068","2","20150324160041","","","","","","水戸プラザホテル","19:00","20:30","1","true","false","0.0","true","18:00","4.0","false","0.0","true","18:30","0.0","0.0","","0.0","0.0","手配済のため精算代行のみお願いします"
"a0G1000000jaJR4EAM","MTA15-00008272","MTG15-00037300","3","20150310103234","","","","新潟県","","新潟大学3階第1検討会室","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場予約はこちらで致しました。
費用はかかりませんので、代行不要です。"
"a0G1000000jaK0tEAE","MTA15-00008283","MTG15-00037296","3","20150310115257","","","","","","済生会滋賀県病院","20:00","21:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jaJiREAU","MTA15-00008276","MTG15-00041961","3","20150410151838","","","トップツアーにてステーションコンファレンス　402CDを予約済み","東京都","","ステーションコンファレンス","10:00","12:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","テーブルプランは座談会用島型でお願いします。"
"a0G1000000jaMnWEAU","MTA15-00008288","MTG15-00039717","3","20150310104802","","","","和歌山県","","和歌山労災病院　１F　相談室","19:00","20:00","4","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","和歌山労災病院　院内開催の為、手配不要。"
"a0G1000000jaNNPEA2","MTA15-00008296","MTG15-00043396","3","20150402175248","","","","","","岐阜グランドホテル　西館2階ロイヤルホール","15:00","17:30","1","true","false","0.0","true","","8.0","false","0.0","false","","0.0","0.0","","0.0","0.0","ホテル担当者に全て依頼済ですので、トップツアー様には精算代行のみ行って下さい。"
"a0G1000000jaJVWEA2","MTA15-00008273","MTG15-00039716","3","20150310115342","","","","","","湖東記念病院　医局","19:00","20:00","3","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局開催の為、会場手配は不要です。"
"a0G1000000jaP8lEAE","MTA15-00008312","MTG15-00037300","3","20150311084910","","","","","","院内にて開催のため手配不要です","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaJk8EAE","MTA15-00008277","MTG15-00043456","2","20150313160000","","","","","","新阪急ホテル","19:00","20:30","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaJlVEAU","MTA15-00008280","MTG15-00042022","2","20150401163103","","","トップツアーにて丸ビルホール＆カンファレンス　ROOM１を予約済み","東京都","","丸ビルホール＆カンファレンス","18:00","20:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","テーブルプランは座談会用島型でお願いします。"
"a0G1000000jaJkDEAU","MTA15-00008278","MTG15-00039616","2","20150324141943","","","トップツアーよりホテルニューオータニ東京を手配済み。","","","ホテルニューオータニ東京","13:00","15:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","テーブルプランは座談会用島型でお願いします。"
"a0G1000000jaMn3EAE","MTA15-00008287","MTG15-00042411","2","20150318103419","","","2015年5月20日","愛媛県","新居浜市","リーガロイヤルホテル新居浜","19:00","20:30","1","true","false","3.0","true","","1.0","false","0.0","false","","0.0","1.0","20150520","0.0","0.0","会場は、手配済みです。精算代行をお願いします。
宿泊1名ですが、禁煙室のツインのシングルユーズで朝食付きで予約をお願いします。"
"a0G1000000jaJvCEAU","MTA15-00008282","MTG15-00043332","2","20150330095447","","","2015年5月28日","鹿児島県","霧島市","ホテル京セラ","19:00","22:00","1","true","false","0.0","true","18:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場に連絡済。清算代行をお願いいたします"
"a0G1000000jaJnWEAU","MTA15-00008281","MTG15-00037303","3","20150310125239","","","","福岡県","","久留米大学病院会議室","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaNUzEAM","MTA15-00008297","MTG15-00039717","3","20150310124714","","","","岐阜県","","岐阜県総合医療センター内カンファルーム","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaJh9EAE","MTA15-00008274","MTG15-00037103","3","20150310095406","","","","千葉県","旭市","旭中央病院　会議室","19:00","20:10","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配の必要はありません。"
"a0G1000000jaN6iEAE","MTA15-00008293","MTG15-00039717","3","20150310182724","","","","","","八尾徳洲会総合病院","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院会議室で行いますので、会場手配は必要ありません。"
"a0G1000000jaNBiEAM","MTA15-00008294","MTG15-00041635","1","20150310111923","","","大学周辺の橿原ロイヤルホテルでお願いいたします。バイエル薬品　樋上でホテルの会議室を予約しました。（担当　オクダ様） 
後日、旅行会社から連絡が入る事も伝えております。","奈良県","","橿原ロイヤルホテル","19:30","21:30","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","2500円までのお弁当を1個。コーヒーを10杯、お願いいたします。プロジェクターとスクリーンもお願いします。参加人数は医師1名、BYL社員4名。会自体は19：30～21：30頃までの開催ですが、会場は余裕をもって19時から抑えてください。"
"a0G1000000jaJiCEAU","MTA15-00008275","MTG15-00037103","3","20150310142822","","","","広島県","廿日市市","廣島総合病院","19:00","20:10","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","画像診断部　読影室で行いますので、会場手配は必要ありません。"
"a0G1000000jaN5BEAU","MTA15-00008292","MTG15-00043169","","","","","","","","支店会議室","19:00","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaNdIEAU","MTA15-00008299","MTG15-00042789","2","20150323105831","","","・東京駅周辺のホテルまたは貸会議室
・準備も含め12:00から16:00、可能であれば11:30から予約可能
・医師10名、社員20名が参加予定
・コの字型（15名）、スクール形式（15名）での開催が可能（レイアウトは後日別途相談）
・別途、録音業者のスペース（机1台分）、議事録業者のスペース（机1台分）が必要
・別途、先生の荷物置き場（両サイドに机2台分）が必要","東京都","東京都千代田区","・東京駅周辺のホテルまたは貸会議室
・準備も含め12:00から16:00、可能であれば11:30から予約可能
・医師10名、社員20名が参加予定
・コの字型（15名）、スクール形式（15名）での開催が可能（レイアウトは後日別途相談）
・別途、録音業者のスペース（机1台分）、議事録業者のスペース（机1台分）が必要
・別途、先生の荷物置き場（両サイドに机2台分）が必要","13:00","15:00","9","false","false","0.0","true","12:00","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0","・東京駅周辺のホテルまたは貸会議室
・準備も含め12:00から16:00、可能であれば11:30から予約可能
・医師10名、社員20名が参加予定
・コの字型（15名）、スクール形式（15名）での開催が可能（レイアウトは後日別途相談）
・別途、録音業者のスペース（机1台分）、議事録業者のスペース（机1台分）が必要
・別途、先生の荷物置き場（両サイドに机2台分）が必要"
"a0G1000000jaLomEAE","MTA15-00008285","MTG15-00041101","2","20150324103424","","","","島根県","浜田市","浜田ワシントンホテルプラザ2階すみれの間18:00～20:00で予約しているので支払いをお願いします。","18:30","19:30","1","false","true","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaOmQEAU","MTA15-00008309","MTG15-00043592","2","20150402123757","","","","北海道","札幌市","札幌全日空ホテル","17:00","18:30","1","false","false","0.0","true","16:00","3.0","false","0.0","false","","0.0","15.0","20150829","0.0","0.0","会場手配済みです。精算代行お願い致します。"
"a0G1000000jaObIEAU","MTA15-00008307","MTG15-00037300","3","20150311105135","","","","","","トヨタ記念病院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaOVKEA2","MTA15-00008306","MTG15-00039717","3","20150310182230","","","","","","島根大学附属病院","19:00","20:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません"
"a0G1000000jaOhQEAU","MTA15-00008308","MTG15-00035686","3","20150311193707","","","","埼玉県","川越市","川越プリンスホテル","18:45","21:00","1","true","false","0.0","true","17:30","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaO9iEAE","MTA15-00008302","MTG15-00039105","2","20150317144545","","","","茨城県","日立市","ホテルテラスザスクエア日立","19:00","20:30","1","false","false","0.0","true","18:00","3.0","false","0.0","true","20:40","0.0","0.0","","0.0","0.0","ホテルテラスザスクエア日立にて会場手配済みです。精算代行お願いします。
講演会場　　　２Fスクエアルーム
講師控室　　　2Fロブソン
世話人控室　 ２Fユニオン"
"a0G1000000jaNx3EAE","MTA15-00008300","MTG15-00037103","3","20150330140002","","","","大阪府","大阪市","関西電力病院","19:00","20:10","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内で開催の為、会場手配は必要ありません。"
"a0G1000000jaOOdEAM","MTA15-00008305","MTG15-00040130","","","","","","","","会場関係費等_J-COM","17:00","19:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jaNxmEAE","MTA15-00008301","MTG15-00040830","1","20150310135804","","","","北海道","伊達市","ローヤルホテル（伊達市内）","18:45","21:00","1","true","false","0.0","true","18:00","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0","既にローヤルホテルの会場は仮押さえ済みです。（会場、意見交換会会場、演者控室等）
後のご対応宜しくお願い申し上げます。"
"a0G1000000jaOGtEAM","MTA15-00008304","MTG15-00037832","3","20150313160000","","","","神奈川県","相模原市","小田急ホテルセンチュリー相模大野","19:00","20:30","1","true","false","0.0","true","","2.0","false","0.0","false","","0.0","0.0","20150320","0.0","0.0","既に会場手配は済んでますので採算代行をお願いします。
ホテル担当者：平井氏"
"a0G1000000jaOnEEAU","MTA15-00008310","MTG15-00037300","3","20150310181714","","","","","","近畿大学医学部奈良病院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行うため、会場の手配は不要です。"
"a0G1000000jaODQEA2","MTA15-00008303","MTG15-00043412","3","20150413163114","","","2015年4月13日（月）","埼玉県","埼玉県川口市","川口駅前市民ホール「フレンディア」","19:30","20:45","1","true","false","0.0","true","18:00","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPEAEA2","MTA15-00008316","MTG15-00037296","3","20150310215810","","","","秋田県","","由利組合総合病院","20:00","21:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で実施のため会場手配不要です"
"a0G1000000jaPDWEA2","MTA15-00008314","MTG15-00041834","2","20150320002649","","","4月23日(木)","東京都","立川市","立川パレスホテル
宮城で予約済み","19:30","20:45","2","false","false","4.0","true","","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPEKEA2","MTA15-00008318","MTG15-00038608","1","20150316104000","","","2015年5月23日（土）16時～18時講演会
準備のために前後1時間必要","東京都","中央区日本橋","野村コンファレンスプラザ日本橋","16:00","18:00","2","true","false","0.0","true","15:00","7.0","false","0.0","false","","0.0","1.0","20150523","0.0","0.0","宿泊は現時点では未定ですが、念のため禁煙にて1室希望。
場所は会場の近くを希望"
"a0G1000000jaPEFEA2","MTA15-00008317","MTG15-00040470","1","20150313145706","","","5/28　福井パレスホテル連絡済","福井県","","福井パレスホテル","19:00","21:00","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPEZEA2","MTA15-00008319","MTG15-00037300","3","20150311065441","","","","","","竹田綜合病院　医局内","19:00","20:00","9","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配は不要です。"
"a0G1000000jaPEeEAM","MTA15-00008320","MTG15-00037300","3","20150311142108","","","","","","東邦大学医療センター大森病院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内会議室0141会議室にて行いますので会場手配は必要ありません。"
"a0G1000000jaP8qEAE","MTA15-00008313","MTG15-00042722","2","20150317142417","","","","福岡県","豊前市","ホテル築上館でお願いいたします。","19:00","20:15","1","true","false","0.0","true","18:00","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPE0EAM","MTA15-00008315","MTG15-00043410","1","20150331110124","","","","福井県","","福井大学内講堂","19:00","20:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","学内講堂使用いたしますが、開催日前に会場費支払いが必要です。トップツアーで対応いただけるものでしょうか？後日請求書を入手予定です。"
"a0G1000000jaPF7EAM","MTA15-00008322","MTG15-00038628","3","20150320114240","","","2015年4月17日","京都府","","京都ホテルオークラ","19:00","20:30","1","true","false","0.0","true","18:30","4.0","false","0.0","true","18:30","0.0","2.0","20150417","0.0","0.0","トップツアー　松嶋様打ち合わせ済"
"a0G1000000jaPxxEAE","MTA15-00008327","MTG15-00037296","3","20150311224341","","","","愛知県","","院内のカンファレンスルームを使用するため、手配不要です。","20:00","21:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内のカンファレンスルームを使用するため、手配不要です。"
"a0G1000000jaQ0mEAE","MTA15-00008328","MTG15-00040487","1","20150311095652","","","","新潟県","長岡市","ニューオータニ長岡","18:45","21:00","1","true","false","0.0","true","18:00","5.0","false","3.0","true","18:00","0.0","1.0","20150515","0.0","0.0","代表世話人　相澤　義房先生"
"a0G1000000jaPUvEAM","MTA15-00008324","MTG15-00043479","4","20150406104732","","","2015年6月25日に第三回津山脂質セミナーを開催予定です。小会議室と講師控室を仮予約してありますのでご確認ください。その他に講演会用のスクリーン、演題垂幕、会場で食べて頂く弁当（20人分）、食後のコーヒー（予算内であれば。20人分）の手配も宜しくお願いします。","岡山県","津山市","津山国際ホテル3F小会議室","19:15","20:30","1","false","false","0.0","true","18:30","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPWwEAM","MTA15-00008325","MTG15-00039542","3","20150311110801","","","","","","熊本中央病院","19:00","20:15","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaPd4EAE","MTA15-00008326","MTG15-00040675","3","20150406124216","","","","東京都","","TKP竹橋","13:00","15:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","SPAF Summitと同じ会場を希望。サミット終了後に座談会を開催。
プロジェクターをご用意ください。"
"a0G1000000jaQIgEAM","MTA15-00008331","MTG15-00043631","2","20150320141809","","","2015年4月23日","宮城県","仙台市","仙台トラストタワー17F
東北支店会議室","19:00","20:00","1","false","true","3.0","false","","0.0","false","0.0","false","","0.0","1.0","20150423","0.0","0.0","支店会議室に関しては予約をしております。手配は不要。慰労会の手配と宿泊の手配、精算代行をお願いします。
宿泊施設はトップツアーに依頼済み。"
"a0G1000000jaQFwEAM","MTA15-00008330","MTG15-00039717","3","20150311105409","","","","","","倉敷中央病院","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で開催の為、会場手配は不要です。"
"a0G1000000jaQYlEAM","MTA15-00008334","MTG15-00037303","3","20150316170107","","","","神奈川県","","厚木市立病院","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jaQOtEAM","MTA15-00008332","MTG15-00037303","3","20150312191006","","","","千葉県","","銚子プラザホテル","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaQF3EAM","MTA15-00008329","MTG15-00039717","3","20150311144932","","","","","","会場予約なし【大学内の為】","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局上映実施時に写真撮影できませんでした"
"a0G1000000jaQYgEAM","MTA15-00008333","MTG15-00042985","2","20150311225119","","","","","","メルパルク名古屋　白鳥の間","18:00","19:40","1","true","false","0.0","true","3:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済みです。
精算代行をお願い致します。"
"a0G1000000jaPGPEA2","MTA15-00008323","MTG15-00037103","3","20150311155923","","","","鹿児島県","鹿児島市","鹿児島厚生連病院　新館３Ｆ研修室","19:00","20:10","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内研修室で行いますので　会場の手配の必要はありません。"
"a0G1000000jaQkXEAU","MTA15-00008335","MTG15-00038659","3","20150313183157","","","","新潟県","村上市","村上市岩船郡医師会館
〒958-0862　新潟県村上市若葉町10-7
電話 0254-52-4666","18:15","19:30","1","true","false","0.0","true","18:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","意見交換会は下記よりケータリングにて対応
花時計：〒959-3443　村上市上町北新保753-3
　　　　　電話 0254-66-5688
田村酒店：〒958-0843 村上市上町1-31
　　　　　　　電話 0254-53-3048"
"a0G1000000jaS1UEAU","MTA15-00008348","MTG15-00039717","3","20150312214627","","","4月13日（担当者すべて手配済み。特にして頂くことはなし）","群馬県","伊勢崎市","伊勢崎市民病院医局","19:00","20:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","特になし。"
"a0G1000000jaRwwEAE","MTA15-00008346","MTG15-00039716","3","20150311144038","","","","","","NTT東日本関東病院カンファレンスルーム","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配の必要なし"
"a0G1000000jaSRCEA2","MTA15-00008350","MTG15-00037300","3","20150311152845","","","","","","竹田綜合病院内医局","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaWM8EAM","MTA15-00008361","MTG15-00037303","3","20150313090757","","","","","","東邦大学医療センター大橋病院","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","脳神経外科医局内で開催するため、会場手配は必要ありません。"
"a0G1000000jaWeHEAU","MTA15-00008363","MTG15-00037300","3","20150311222016","","","","","","済生会中津病院医局","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","済生会中津病院医局にて実施しますので、会場手配不要。"
"a0G1000000jaVdPEAU","MTA15-00008354","MTG15-00042171","","","","","","","","共催費","15:00","15:30","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jaWcLEAU","MTA15-00008362","MTG15-00037300","3","20150312081507","","","","","","国保中央病院内開催のため会場手配不要","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaVmrEAE","MTA15-00008356","MTG15-00043844","","","","","2015年4月18日13:30-15:40","福岡県","北九州市","北九州芸術劇場","13:30","15:40","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","既に脳卒中協会北九州支部との共催にて会場、世話人会控室等抑えております。
代表番号093-562-2665"
"a0G1000000jaRaUEAU","MTA15-00008344","MTG15-00039717","3","20150311151003","","","医局で行いますので、会場手配は必要ありません。","岡山県","倉敷市","倉敷平成病院　３F　医局カンファレンスルーム","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaWfZEAU","MTA15-00008364","MTG15-00037303","3","20150312081548","","","","","","国保中央病院内の開催のため会場手配不要","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaX5gEAE","MTA15-00008368","MTG15-00037103","3","20150311225943","","","","","","亀田総合病院画像診断室","19:00","20:10","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内放射線技師室（画像診断室）にて行う為、会場の手配必要なし。"
"a0G1000000jaW9QEAU","MTA15-00008360","MTG15-00037296","","","","","","","","手配不要","20:00","21:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内開催のため手配不要"
"a0G1000000jaX5qEAE","MTA15-00008369","MTG15-00037303","3","20150313160000","","","","大分県","佐伯市","佐伯市のホテル金水苑を予約済み。
見積もり依頼をお願い致します。","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaRveEAE","MTA15-00008345","MTG15-00037300","3","20150311144013","","","","","","NTT東日本関東病院　カンファレンスルーム","19:00","20:00","2","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配の必要なし"
"a0G1000000jaVr3EAE","MTA15-00008358","MTG15-00037300","3","20150311171737","","","","","","南澤医院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医院の待合室にて行いますので、会場手配は必要ありません。"
"a0G1000000jaX5MEAU","MTA15-00008367","MTG15-00039717","3","20150312085526","","","","","","院内開催","19:00","20:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","旅行代理店による会場手配不要"
"a0G1000000jaRWcEAM","MTA15-00008342","MTG15-00041308","2","20150312103155","","","丸の内ホテル「わおん」を予約済み","東京都","東京","丸の内ホテル「わおん」","19:00","21:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","テーブルプランは座談会用島型でお願いします。"
"a0G1000000jaRR7EAM","MTA15-00008340","MTG15-00043788","1","20150311133325","","","５月１３日（水）　仮予約済み","福島県","いわき市","いわきワシントンホテル　椿山荘","19:00","20:30","1","true","false","0.0","true","18:00","4.0","false","0.0","false","","0.0","1.0","20150513","0.0","0.0","随行者の部屋も抑えておいていただきたいです。"
"a0G1000000jaS6UEAU","MTA15-00008349","MTG15-00041011","","","","","","栃木県","栃木市","栃木グランドホテル","19:00","20:30","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場は既に手配済みのため、依頼事項はございません。"
"a0G1000000jaX5HEAU","MTA15-00008366","MTG15-00039716","3","20150403172413","","","","徳島県","三好市","医局会議室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaR73EAE","MTA15-00008338","MTG15-00036244","3","20150324090548","","","","北海道","旭川市","旭川厚生病院","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaSuXEAU","MTA15-00008351","MTG15-00038803","4","20150406145733","","","福井ユアーズホテルに仮押さえしております。担当水本
宜しくお願いします。","福井県","","福井ユアーズホテル","18:30","19:45","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaVm8EAE","MTA15-00008355","MTG15-00042284","2","20150313141233","","","","","","ガーデンパレスホテル","19:00","21:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jaS01EAE","MTA15-00008347","MTG15-00039716","3","20150312214520","","","4月6日（担当者がすべて手配済み。特にして頂く事なし。）","群馬県","伊勢崎市","伊勢崎市民病院医局","19:00","20:00","9","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","特になし"
"a0G1000000jaX9nEAE","MTA15-00008372","MTG15-00037300","3","20150312085055","","","","和歌山県","","労災病院　カテ室","19:00","20:00","9","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","労災病院　院内での開催の為、手配不要。"
"a0G1000000jaX78EAE","MTA15-00008371","MTG15-00039717","3","20150312123057","","","既に国立岩国医療センター総務に４階カンファレンスルーム２を予約済み。部屋の写真撮影は禁止の為、添付して報告不可。","山口県","岩国市","国立岩国医療センター４階カンファレンスルーム２","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
