"ID","NAME","MEETINGNAME__C","MEETINGNO__C","TT_ARRANGESTATUSREQUEST__C","TT_ARRANGESTATUSRESPONSE__C","TT_TIMESTAMPBYL__C","TT_TIMESTAMPTOP__C","TT_LASTAPPROVALUSERNAME__C","TT_LASTAPPROVALDATE__C","TT_STARTDATEREMARKS__C","TT_PLACEPREFECTURE__C","TT_PLACECITY__C","TT_PLACEFREE__C","TT_STARTTIME__C","TT_ENDTIME__C","TT_HALLLAYOUT__C","TT_NEEDDISCUSSION__C","TT_NEEDPARTY__C","TT_NUMBEROFPARTICIPANTSPARTY__C","TT_NEEDANTEROOMLECTURE__C","TT_NEEDANTEROOMLECTURETIMEFROM__C","TT_NEEDANTEROOMLECTURENUMBER__C","TT_NEEDANTEROOMEMPLOYEE__C","TT_NEEDANTEROOMEMPLOYEENUMBER__C","TT_NEEDSPONSOR__C","TT_NEEDSPONSORTIMEFROM__C","TT_NEEDSPONSORNUMBER__C","TT_WISHINGSTAYNUMBER__C","TT_WISHINGSTAYDATE__C","TT_ARRANGEPLANNUMBERTRAFFIC__C","TT_ARRANGEPLANNUMBERTAXI__C","TT_REMARKSOTHER__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","MEETINGDIVISION__C","DELETEFLG__C","INVALID__C","CREATEDDATE","LASTMODIFIEDDATE"
"a0GN0000004aMiVMAU","MTA15-00002303","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","名寄市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiWMAU","MTA15-00002304","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","根室市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiXMAU","MTA15-00002305","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","登別市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiYMAU","MTA15-00002306","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","函館市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiZMAU","MTA15-00002307","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","美唄市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiaMAE","MTA15-00002308","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","深川市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMibMAE","MTA15-00002309","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","富良野市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMicMAE","MTA15-00002310","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","北斗氏","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMidMAE","MTA15-00002311","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","三笠市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMieMAE","MTA15-00002312","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","紋別市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMifMAE","MTA15-00002313","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","夕張市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMigMAE","MTA15-00002314","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","留萌市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMihMAE","MTA15-00002315","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","北海道","稚内市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiiMAE","MTA15-00002316","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","青森市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMijMAE","MTA15-00002317","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","弘前市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMikMAE","MTA15-00002318","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","黒石市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMilMAE","MTA15-00002319","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","平川氏","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMimMAE","MTA15-00002320","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","五所川原市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMinMAE","MTA15-00002321","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","つがる市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMioMAE","MTA15-00002322","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","十和田市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMipMAE","MTA15-00002323","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","三沢市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiqMAE","MTA15-00002324","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","むつ市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMirMAE","MTA15-00002325","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","青森県","八戸市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMisMAE","MTA15-00002326","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","鹿角市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMitMAE","MTA15-00002327","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","大館市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiuMAE","MTA15-00002328","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","北秋田市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMivMAE","MTA15-00002329","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","能代市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiwMAE","MTA15-00002330","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","秋田市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMixMAE","MTA15-00002331","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","男鹿市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMiyMAE","MTA15-00002332","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","潟上市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMizMAE","MTA15-00002333","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","由利本荘市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj0MAE","MTA15-00002334","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","にかほ市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj1MAE","MTA15-00002335","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","大仙市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj2MAE","MTA15-00002336","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","仙北市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj3MAE","MTA15-00002337","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","横手市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj4MAE","MTA15-00002338","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","秋田県","湯沢市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj5MAE","MTA15-00002339","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","盛岡市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj6MAE","MTA15-00002340","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","宮古市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj7MAE","MTA15-00002341","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","大船渡市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj8MAE","MTA15-00002342","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","花巻市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMj9MAE","MTA15-00002343","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","北上市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjAMAU","MTA15-00002344","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","久慈市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjBMAU","MTA15-00002345","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","遠野市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjCMAU","MTA15-00002346","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","一関市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjDMAU","MTA15-00002347","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","陸前高田市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjEMAU","MTA15-00002348","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","釜石市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjFMAU","MTA15-00002349","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","二戸市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjGMAU","MTA15-00002350","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","八幡平市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjHMAU","MTA15-00002351","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","奥州市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjIMAU","MTA15-00002352","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","岩手県","滝沢市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjJMAU","MTA15-00002353","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","仙台市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjKMAU","MTA15-00002354","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","石巻市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjLMAU","MTA15-00002355","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","塩竈市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjMMAU","MTA15-00002356","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","気仙沼市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjNMAU","MTA15-00002357","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","白石市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjOMAU","MTA15-00002358","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","名取市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjPMAU","MTA15-00002359","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","角田市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjQMAU","MTA15-00002360","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","多賀城市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjRMAU","MTA15-00002361","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","岩沼市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjSMAU","MTA15-00002362","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","登米市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjTMAU","MTA15-00002363","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","栗原市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjUMAU","MTA15-00002364","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","東松島市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjVMAU","MTA15-00002365","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","宮城県","大崎市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjWMAU","MTA15-00002366","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","福島市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjXMAU","MTA15-00002367","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","会津若松市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjYMAU","MTA15-00002368","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","郡山市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjZMAU","MTA15-00002369","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","いわき市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjaMAE","MTA15-00002370","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","白河市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjbMAE","MTA15-00002371","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","須賀川市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjcMAE","MTA15-00002372","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","喜多方市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
"a0GN0000004aMjdMAE","MTA15-00002373","ACTIS-CML518-C02-TimeOver-開催日が２日以上前","MTG15-00004849","1","2","","","","","","福島県","相馬市","副会場００１","00:00","00:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","","0.0","","1","false","false","2015-01-15T02:55:52.000Z","2015-01-15T02:55:52.000Z"
